"Date","Movement","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive"
"2011-10-06",0,20,8,8,23,8,15,6,15,32,22
"2011-10-07",1,19,10,11,26,5,11,4,18,36,20
"2011-10-10",0,19,7,9,24,8,13,6,13,28,22
"2011-10-11",1,12,9,8,24,4,13,5,13,23,18
"2011-10-12",0,13,6,6,16,3,9,3,11,28,12
"2011-10-13",1,18,18,4,22,12,12,10,20,25,22
"2011-10-14",0,24,17,8,24,4,13,8,16,27,25
"2011-10-17",1,16,12,10,17,7,14,6,19,34,22
"2011-10-18",0,16,12,10,25,5,25,4,14,39,32
"2011-10-19",1,13,10,10,15,5,8,5,17,29,21
"2011-10-20",0,11,11,7,19,6,12,4,20,23,28
"2011-10-21",0,12,17,7,17,12,9,9,18,19,25
"2011-10-24",0,5,6,3,9,7,8,5,15,15,18
"2011-10-25",1,11,7,6,18,5,10,1,15,23,20
"2011-10-26",0,13,8,5,18,5,11,4,16,20,21
"2011-10-27",0,8,6,6,14,4,8,3,11,16,15
"2011-10-28",0,19,16,8,24,6,18,7,12,32,21
"2011-10-31",1,9,7,3,10,6,9,2,13,17,15
"2011-11-01",1,14,10,5,21,4,13,7,11,23,20
"2011-11-02",0,14,14,6,21,4,15,5,11,29,22
"2011-11-03",0,11,12,8,20,7,11,4,17,26,20
"2011-11-04",1,11,7,6,16,7,11,3,14,29,15
"2011-11-07",0,17,10,7,18,6,13,10,15,38,16
"2011-11-08",0,13,10,8,21,4,14,7,9,32,13
"2011-11-09",1,18,12,6,24,7,18,10,11,32,24
"2011-11-10",0,19,13,6,20,5,13,3,20,33,21
"2011-11-11",0,21,16,8,25,8,16,6,21,41,25
"2011-11-14",1,13,9,4,27,4,13,5,14,32,21
"2011-11-15",0,8,5,4,16,3,7,3,13,20,11
"2011-11-16",1,13,10,9,16,8,10,6,18,27,25
"2011-11-17",1,13,6,7,17,5,9,7,19,29,26
"2011-11-18",0,12,9,8,19,4,13,6,18,26,25
"2011-11-21",1,13,10,10,20,4,16,4,19,24,23
"2011-11-22",1,18,13,7,23,10,12,8,30,32,40
"2011-11-23",1,13,10,10,20,7,15,6,10,30,18
"2011-11-25",1,8,9,6,14,1,6,2,5,20,14
"2011-11-28",0,13,12,3,17,4,10,6,18,25,22
"2011-11-29",0,13,10,5,18,11,7,5,20,19,22
"2011-11-30",0,16,11,6,23,11,8,10,22,24,26
"2011-12-01",1,24,10,4,27,5,18,8,15,38,18
"2011-12-02",1,10,9,8,16,9,8,5,19,25,21
"2011-12-05",0,16,11,2,17,6,10,4,15,27,22
"2011-12-06",0,9,16,5,13,16,8,6,28,25,31
"2011-12-07",0,12,11,3,19,6,8,3,15,23,21
"2011-12-08",1,16,9,8,20,5,8,7,12,26,16
"2011-12-09",0,14,10,10,23,3,15,3,13,28,17
"2011-12-12",1,11,7,9,18,6,10,6,21,22,20
"2011-12-13",1,13,7,7,17,2,11,7,10,25,17
"2011-12-14",1,23,11,8,29,2,11,5,21,35,21
"2011-12-15",0,11,3,5,19,4,9,3,15,23,17
"2011-12-16",1,9,15,5,16,8,9,5,11,21,26
"2011-12-19",1,12,11,6,24,8,10,6,14,22,21
"2011-12-20",0,14,14,8,14,4,9,3,19,24,24
"2011-12-21",0,9,8,2,13,4,9,4,11,19,17
"2011-12-22",0,15,18,7,20,13,14,11,29,29,29
"2011-12-23",0,12,9,5,17,0,10,3,11,19,21
"2011-12-27",1,8,8,5,14,3,5,4,10,19,13
"2011-12-28",1,16,11,13,22,7,15,5,18,34,24
"2011-12-29",0,18,7,9,24,1,13,8,14,27,20
"2011-12-30",1,16,7,6,20,4,11,7,10,28,22
"2012-01-03",0,18,13,8,23,10,18,6,18,31,27
"2012-01-04",0,14,6,9,18,2,7,3,15,31,19
"2012-01-05",1,18,7,6,27,4,10,7,16,35,21
"2012-01-06",1,9,10,3,21,8,14,5,7,26,14
"2012-01-09",0,12,17,6,18,11,7,4,28,20,38
"2012-01-10",0,10,13,5,17,4,11,5,12,18,19
"2012-01-11",1,11,10,7,16,8,14,5,11,30,19
"2012-01-12",0,16,8,7,19,8,12,4,12,25,17
"2012-01-13",1,17,10,7,20,7,13,8,13,25,19
"2012-01-17",0,12,6,8,18,1,12,3,7,29,14
"2012-01-18",0,16,9,7,24,0,14,0,4,29,15
"2012-01-19",0,9,4,4,10,1,12,4,10,19,14
"2012-01-20",0,15,9,9,18,1,14,3,12,25,15
"2012-01-23",1,17,12,6,19,12,13,8,28,32,29
"2012-01-24",1,19,9,12,23,4,15,5,12,28,15
"2012-01-25",0,12,11,5,15,6,7,4,15,23,20
"2012-01-26",1,9,10,5,19,5,13,3,14,28,17
"2012-01-27",1,13,13,4,15,8,11,3,16,23,27
"2012-01-30",1,11,10,3,14,11,10,4,18,21,22
"2012-01-31",1,16,15,6,15,8,8,3,16,20,16
"2012-02-01",0,7,11,3,15,9,14,2,20,24,24
"2012-02-02",1,13,8,4,16,5,9,4,12,22,23
"2012-02-03",0,13,8,4,19,6,7,4,17,23,18
"2012-02-06",1,13,9,6,15,3,9,3,11,22,15
"2012-02-07",0,13,14,8,17,3,9,7,10,32,17
"2012-02-08",0,15,13,11,21,4,13,5,15,27,23
"2012-02-09",0,11,12,4,16,8,9,4,13,18,24
"2012-02-10",1,10,10,3,15,7,7,4,15,20,16
"2012-02-13",0,19,20,9,22,10,13,10,20,35,31
"2012-02-14",0,15,9,4,22,6,16,8,10,31,13
"2012-02-15",1,18,8,11,16,4,14,2,9,24,14
"2012-02-16",0,15,10,5,21,4,12,2,19,24,20
"2012-02-17",0,16,11,7,21,3,11,4,11,27,22
"2012-02-21",0,18,8,8,20,4,14,6,11,31,19
"2012-02-22",1,15,10,9,21,7,13,5,16,24,19
"2012-02-23",0,15,11,5,21,6,14,7,12,22,16
"2012-02-24",0,16,18,8,25,11,17,10,20,31,30
"2012-02-27",0,12,10,6,20,4,13,6,13,28,16
"2012-02-28",0,10,17,6,14,11,11,6,20,27,23
"2012-02-29",1,14,12,6,19,5,7,3,12,25,20
"2012-03-01",0,21,14,13,26,14,13,8,22,37,25
"2012-03-02",1,15,13,5,19,12,12,8,17,28,34
"2012-03-05",1,15,8,9,23,7,14,5,20,26,22
"2012-03-06",1,12,11,7,16,11,8,8,9,22,15
"2012-03-07",0,16,16,8,26,14,14,12,19,29,29
"2012-03-08",0,17,18,7,21,8,8,7,15,24,23
"2012-03-09",0,18,8,7,19,10,12,6,15,29,21
"2012-03-12",0,19,8,10,25,7,17,5,10,29,15
"2012-03-13",0,12,6,6,23,3,12,3,9,27,14
"2012-03-14",0,18,12,8,25,8,12,8,22,33,25
"2012-03-15",0,19,13,11,23,10,17,6,19,38,30
"2012-03-16",1,10,8,3,13,6,11,2,17,26,21
"2012-03-19",0,11,12,3,21,9,7,5,21,18,20
"2012-03-20",1,17,12,7,25,6,13,5,19,33,26
"2012-03-21",1,11,8,3,12,2,7,5,19,15,18
"2012-03-22",1,24,10,11,24,4,13,6,14,33,16
"2012-03-23",0,15,11,4,23,7,15,7,19,25,19
"2012-03-26",0,11,11,4,14,2,9,4,14,25,24
"2012-03-27",1,16,15,10,23,6,17,6,16,31,23
"2012-03-28",1,21,14,9,26,4,16,5,15,32,24
"2012-03-29",0,12,9,4,19,6,10,4,14,23,21
"2012-03-30",0,9,10,7,19,8,9,5,19,31,23
"2012-04-02",0,10,8,4,16,9,7,2,18,19,22
"2012-04-03",1,14,10,6,14,7,9,3,18,25,25
"2012-04-04",1,14,12,6,17,9,16,7,18,27,22
"2012-04-05",1,7,8,2,15,4,5,1,14,20,17
"2012-04-09",1,17,11,11,19,6,17,8,16,30,21
"2012-04-10",1,11,7,3,13,5,6,2,17,20,16
"2012-04-11",0,18,15,8,22,8,16,8,15,27,19
"2012-04-12",0,13,8,8,17,3,11,4,10,24,14
"2012-04-13",1,13,13,5,23,9,19,6,18,21,27
"2012-04-16",0,17,18,8,23,9,16,6,18,33,26
"2012-04-17",0,10,8,2,19,4,6,6,16,21,18
"2012-04-18",1,16,11,8,20,8,15,2,18,34,20
"2012-04-19",1,10,12,6,12,9,7,4,14,21,18
"2012-04-20",0,10,14,6,22,7,10,5,24,27,25
"2012-04-23",1,11,9,4,12,4,15,5,12,28,13
"2012-04-24",0,10,8,4,12,4,7,4,12,18,14
"2012-04-25",0,16,13,8,20,9,13,11,15,19,21
"2012-04-26",0,12,12,7,18,12,9,7,17,22,23
"2012-04-27",0,13,10,10,16,7,15,6,16,30,17
"2012-04-30",1,7,5,4,13,4,6,5,14,16,14
"2012-05-01",0,7,12,6,14,13,6,7,24,14,28
"2012-05-02",1,15,10,6,21,8,11,9,18,27,23
"2012-05-03",1,15,12,9,19,4,13,5,9,31,21
"2012-05-04",1,15,13,8,20,5,16,4,12,24,23
"2012-05-07",1,9,5,6,9,5,3,2,12,16,15
"2012-05-08",1,14,11,7,14,9,10,7,17,26,33
"2012-05-09",1,12,12,7,18,7,15,5,21,26,22
"2012-05-10",0,16,10,12,25,10,17,8,18,32,24
"2012-05-11",1,17,11,8,21,6,13,4,17,24,27
"2012-05-14",1,18,14,9,23,4,17,9,20,29,22
"2012-05-15",1,17,9,11,21,4,11,2,14,28,18
"2012-05-16",1,17,12,8,19,4,14,5,19,31,31
"2012-05-17",1,9,10,4,15,7,6,7,16,18,29
"2012-05-18",1,13,10,10,16,8,9,5,14,31,26
"2012-05-21",0,20,14,11,29,6,18,13,13,38,23
"2012-05-22",1,11,10,6,18,4,8,3,15,21,21
"2012-05-23",1,14,15,6,23,8,11,4,16,34,23
"2012-05-24",0,11,9,3,12,5,4,3,13,23,21
"2012-05-25",1,11,8,5,16,10,9,5,9,16,20
"2012-05-29",0,15,14,5,16,8,13,4,19,22,22
"2012-05-30",1,19,14,12,25,9,18,7,13,34,23
"2012-05-31",1,13,5,8,20,5,16,8,6,30,15
"2012-06-01",1,12,10,7,15,7,13,4,19,28,21
"2012-06-04",1,16,14,3,20,10,12,7,12,22,23
"2012-06-05",0,8,8,7,15,5,11,4,21,20,25
"2012-06-06",0,14,11,9,22,8,17,5,16,33,16
"2012-06-07",0,14,10,5,17,8,12,7,13,24,18
"2012-06-08",0,10,9,6,13,3,6,3,6,24,13
"2012-06-11",1,14,8,4,24,5,7,2,7,28,14
"2012-06-12",0,7,15,6,12,12,4,8,16,11,24
"2012-06-13",1,7,7,3,12,6,6,7,13,22,19
"2012-06-14",0,7,8,2,12,8,7,3,13,15,18
"2012-06-15",0,20,14,8,16,7,9,3,16,23,17
"2012-06-18",1,13,6,1,16,5,10,5,12,27,19
"2012-06-19",0,16,11,8,21,6,13,8,16,33,22
"2012-06-20",1,23,17,9,29,10,16,9,25,36,32
"2012-06-21",1,18,13,6,17,7,10,3,20,29,20
"2012-06-22",0,11,10,4,13,7,9,4,13,20,25
"2012-06-25",1,15,13,8,18,6,15,8,18,23,20
"2012-06-26",0,12,16,9,22,9,14,8,13,35,19
"2012-06-27",0,17,11,5,24,6,12,5,18,24,22
"2012-06-28",1,9,4,2,16,3,9,3,12,19,17
"2012-06-29",0,8,8,6,13,5,9,5,13,21,16
"2012-07-02",1,15,9,8,21,7,12,3,15,26,19
"2012-07-03",0,14,7,7,13,7,10,8,11,20,19
"2012-07-05",1,6,10,3,11,6,7,4,19,23,22
"2012-07-06",1,15,11,4,18,8,10,4,16,30,26
"2012-07-09",1,17,7,10,18,8,12,5,24,28,26
"2012-07-10",1,16,11,10,17,10,10,3,16,28,18
"2012-07-11",1,12,11,6,19,8,11,6,18,23,27
"2012-07-12",1,16,15,6,18,8,17,5,13,29,24
"2012-07-13",0,14,9,3,18,4,7,4,11,22,16
"2012-07-16",1,19,11,12,28,5,14,5,9,36,18
"2012-07-17",0,11,6,8,16,6,11,4,11,21,15
"2012-07-18",0,12,12,5,24,10,10,3,18,21,22
"2012-07-19",0,21,6,9,20,2,16,8,16,30,17
"2012-07-20",1,10,3,1,19,2,12,7,8,24,15
"2012-07-23",1,21,4,10,30,6,13,5,13,35,24
"2012-07-24",1,23,14,11,28,9,15,9,24,34,31
"2012-07-25",0,13,10,5,16,8,12,5,16,26,19
"2012-07-26",0,17,5,13,19,3,16,6,14,28,14
"2012-07-27",0,15,15,7,23,9,15,6,10,33,18
"2012-07-30",1,14,9,8,14,6,10,4,12,26,21
"2012-07-31",1,14,11,7,17,7,12,5,18,19,27
"2012-08-01",1,12,8,5,20,6,16,7,18,30,19
"2012-08-02",1,11,13,6,15,11,12,5,21,25,30
"2012-08-03",0,16,13,8,24,12,15,6,24,36,34
"2012-08-06",0,15,17,8,21,11,11,5,21,27,27
"2012-08-07",0,17,15,6,22,9,12,6,21,30,26
"2012-08-08",0,11,13,7,18,12,9,5,19,22,26
"2012-08-09",1,8,13,5,18,11,5,6,15,27,29
"2012-08-10",0,17,9,8,26,5,12,4,22,27,26
"2012-08-13",1,16,15,7,19,10,10,7,20,21,28
"2012-08-14",0,12,12,4,10,9,8,4,20,20,23
"2012-08-15",0,9,7,4,17,3,6,4,8,19,16
"2012-08-16",0,10,9,1,18,3,9,7,13,30,17
"2012-08-17",0,13,8,6,17,10,12,6,19,26,20
"2012-08-20",1,18,8,7,19,6,9,5,8,25,15
"2012-08-21",1,12,8,6,20,7,12,7,14,27,32
"2012-08-22",1,21,7,7,27,3,13,5,18,43,25
"2012-08-23",1,13,14,8,17,11,11,6,18,27,23
"2012-08-24",0,16,10,11,21,0,16,3,17,29,18
"2012-08-27",1,11,15,5,21,10,10,9,13,26,26
"2012-08-28",1,15,11,5,17,8,13,6,19,23,27
"2012-08-29",0,14,8,7,23,9,19,5,19,32,26
"2012-08-30",1,19,11,12,20,10,11,10,10,32,17
"2012-08-31",0,19,13,9,19,7,13,8,17,34,30
"2012-09-04",1,14,7,4,18,7,7,6,12,21,21
"2012-09-05",0,11,8,7,15,5,9,3,12,24,18
"2012-09-06",0,13,7,8,22,2,13,10,9,26,18
"2012-09-07",0,9,10,7,15,6,12,8,19,26,20
"2012-09-10",1,19,7,9,21,5,18,6,14,36,18
"2012-09-11",0,16,12,4,21,7,9,5,16,28,22
"2012-09-12",0,10,7,4,14,4,7,3,16,16,22
"2012-09-13",0,13,9,5,18,5,7,6,18,27,22
"2012-09-14",0,8,4,4,10,1,6,1,9,17,7
"2012-09-17",1,12,11,8,14,10,12,8,10,23,21
"2012-09-18",0,11,11,5,14,7,8,3,16,24,24
"2012-09-19",0,19,15,9,22,7,15,5,12,30,17
"2012-09-20",0,14,17,10,17,11,11,5,17,28,21
"2012-09-21",1,16,12,5,20,12,12,3,15,28,22
"2012-09-24",1,24,8,10,25,3,15,5,22,37,26
"2012-09-25",1,14,10,5,11,6,7,6,12,21,20
"2012-09-26",1,14,6,8,13,5,7,4,16,24,15
"2012-09-27",0,15,11,10,12,8,13,5,23,29,30
"2012-09-28",1,11,6,6,14,4,6,5,19,18,29
"2012-10-01",0,14,19,6,22,8,16,5,19,33,26
"2012-10-02",1,14,11,10,13,9,10,4,17,21,24
"2012-10-03",0,20,7,5,21,3,8,5,10,28,14
"2012-10-04",0,12,8,8,18,7,12,5,14,28,21
"2012-10-05",0,17,9,6,22,10,11,6,12,27,25
"2012-10-08",1,17,6,3,16,2,8,6,11,21,14
"2012-10-09",1,18,12,7,20,7,14,6,19,26,29
"2012-10-10",1,15,15,6,15,11,17,9,22,27,24
"2012-10-11",1,13,5,6,18,6,17,7,14,23,15
"2012-10-12",0,19,16,7,25,12,14,6,26,32,34
"2012-10-15",0,18,13,6,13,9,16,8,22,35,28
"2012-10-16",0,13,11,5,16,6,12,4,16,31,21
"2012-10-17",0,19,11,8,27,5,19,8,15,40,22
"2012-10-18",1,16,14,8,20,6,15,6,15,24,21
"2012-10-19",1,15,6,4,13,3,8,5,15,20,15
"2012-10-22",0,15,17,5,22,3,14,5,16,24,20
"2012-10-23",1,17,10,10,25,8,12,7,13,33,20
"2012-10-24",1,17,12,7,21,8,12,3,16,33,19
"2012-10-25",0,14,9,8,21,6,16,1,14,31,21
"2012-10-26",0,19,13,6,23,10,17,9,28,34,30
"2012-10-31",1,15,14,5,19,8,15,8,20,27,30
"2012-11-01",0,16,8,7,18,7,14,5,9,29,14
"2012-11-02",1,12,9,4,20,7,12,5,11,30,26
"2012-11-05",0,8,13,1,18,8,7,5,18,20,26
"2012-11-06",0,14,10,6,17,4,8,6,9,23,19
"2012-11-07",1,10,11,6,11,5,13,8,18,23,17
"2012-11-08",1,13,13,9,13,10,10,8,18,26,25
"2012-11-09",0,17,11,10,22,7,11,5,19,31,27
"2012-11-12",1,15,14,11,19,11,14,9,19,30,29
"2012-11-13",1,18,9,7,20,7,12,6,12,26,22
"2012-11-14",1,5,9,7,22,5,13,4,11,26,15
"2012-11-15",1,17,12,11,20,6,13,5,18,31,25
"2012-11-16",0,20,11,11,21,4,10,7,11,29,19
"2012-11-19",0,19,14,13,26,6,22,7,14,35,21
"2012-11-20",1,18,11,13,26,6,19,7,13,35,16
"2012-11-21",0,21,9,8,25,11,15,7,19,32,27
"2012-11-23",0,24,12,12,26,11,13,10,19,33,26
"2012-11-26",1,17,18,9,26,14,18,9,20,40,30
"2012-11-27",1,14,11,7,16,6,10,2,16,32,18
"2012-11-28",0,16,15,9,24,5,12,7,17,29,26
"2012-11-29",0,13,11,4,13,7,13,3,21,28,22
"2012-11-30",0,17,11,4,24,10,11,7,29,30,33
"2012-12-03",1,9,9,1,11,8,4,5,19,14,26
"2012-12-04",1,16,13,7,24,8,12,7,16,28,22
"2012-12-05",0,8,11,2,14,7,7,4,15,20,23
"2012-12-06",0,18,16,4,28,14,17,10,15,37,30
"2012-12-07",0,12,10,4,12,6,9,5,7,16,14
"2012-12-10",0,17,7,7,17,4,13,2,15,28,19
"2012-12-11",0,8,12,4,18,6,7,4,18,22,16
"2012-12-12",1,15,10,9,19,6,11,2,12,28,13
"2012-12-13",1,22,15,9,33,5,19,7,11,42,17
"2012-12-14",1,6,5,4,11,4,5,0,11,13,11
"2012-12-17",0,12,9,5,16,5,13,5,10,25,10
"2012-12-18",0,13,10,2,13,5,10,4,13,18,20
"2012-12-19",1,27,16,9,27,9,20,6,14,41,23
"2012-12-20",0,10,12,4,17,8,11,3,13,23,26
"2012-12-21",1,13,10,7,16,6,9,5,9,20,17
"2012-12-24",1,18,10,8,25,7,15,3,11,32,16
"2012-12-26",1,12,5,8,16,1,8,3,13,23,19
"2012-12-27",1,12,13,8,23,8,10,6,18,22,20
"2012-12-28",1,19,16,9,24,7,13,3,21,32,34
"2012-12-31",0,10,10,4,16,11,8,7,13,19,20
"2013-01-02",0,12,7,5,13,5,6,2,9,17,20
"2013-01-03",1,19,10,11,25,4,17,6,14,34,17
"2013-01-04",0,18,10,12,21,3,13,4,11,34,13
"2013-01-07",1,7,11,3,12,6,8,4,9,17,13
"2013-01-08",1,14,13,9,15,9,15,6,8,25,18
"2013-01-09",0,25,21,15,35,11,21,7,24,43,34
"2013-01-10",0,12,14,11,21,9,11,8,13,27,20
"2013-01-11",0,13,11,7,23,3,12,4,14,26,20
"2013-01-14",0,17,10,6,23,6,11,6,16,27,26
"2013-01-15",0,18,8,11,13,7,13,4,8,27,19
"2013-01-16",1,15,14,5,18,7,10,5,18,21,25
"2013-01-17",0,16,12,7,16,5,10,5,10,26,17
"2013-01-18",0,15,7,9,20,10,10,2,15,25,20
"2013-01-22",0,9,10,5,16,3,12,3,11,24,22
"2013-01-23",0,17,13,12,28,5,14,5,18,29,25
"2013-01-24",0,20,14,6,25,7,12,4,13,31,25
"2013-01-25",0,9,13,3,15,13,6,7,20,17,29
"2013-01-28",1,10,9,3,16,6,11,3,10,24,14
"2013-01-29",0,11,11,11,22,10,11,4,16,28,20
"2013-01-30",1,19,9,6,22,9,13,5,17,25,20
"2013-01-31",1,13,8,7,19,7,11,7,13,19,18
"2013-02-01",0,17,10,9,20,6,15,9,16,28,22
"2013-02-04",1,12,12,7,15,7,8,5,12,24,27
"2013-02-05",0,14,5,4,17,4,7,1,10,19,16
"2013-02-06",0,12,10,2,16,8,8,4,14,23,16
"2013-02-07",1,18,8,5,24,5,13,5,14,29,23
"2013-02-08",0,8,9,6,13,7,8,8,16,19,25
"2013-02-11",1,12,7,3,21,3,12,8,13,24,18
"2013-02-12",0,11,15,6,21,10,17,8,21,26,21
"2013-02-13",1,13,8,7,14,6,9,7,19,26,21
"2013-02-14",1,12,4,6,21,3,7,2,11,25,16
"2013-02-15",0,4,8,2,11,6,6,5,15,16,16
"2013-02-19",0,19,12,7,22,7,17,5,16,33,22
"2013-02-20",1,13,9,10,19,7,15,5,8,25,20
"2013-02-21",1,16,13,7,19,4,11,6,16,32,24
"2013-02-22",0,22,10,10,22,5,15,3,19,41,22
"2013-02-25",1,12,8,3,14,10,9,4,20,22,25
"2013-02-26",0,24,12,14,32,8,16,6,16,37,19
"2013-02-27",0,19,8,10,21,4,11,3,12,27,15
"2013-02-28",1,9,9,8,11,5,4,4,10,24,14
"2013-03-01",0,11,5,5,12,10,8,2,16,18,24
"2013-03-04",0,11,9,5,12,8,8,5,17,21,15
"2013-03-05",0,13,10,10,15,7,14,3,17,25,19
"2013-03-06",0,11,11,3,12,11,6,5,17,18,25
"2013-03-07",0,13,11,8,17,7,11,4,17,27,21
"2013-03-08",0,12,11,5,13,8,9,2,18,18,22
"2013-03-11",0,10,6,5,17,6,10,6,15,21,18
"2013-03-12",0,18,17,6,19,9,16,2,12,36,24
"2013-03-13",0,9,12,6,13,8,10,2,17,25,22
"2013-03-14",0,19,9,14,25,6,13,6,11,33,17
"2013-03-15",1,14,7,6,17,5,7,5,19,24,27
"2013-03-18",1,10,5,6,16,2,12,5,9,23,11
"2013-03-19",0,19,12,9,25,8,17,9,22,26,26
"2013-03-20",0,14,11,10,18,5,13,6,17,24,24
"2013-03-21",1,18,19,5,16,11,9,9,21,23,38
"2013-03-22",0,12,13,9,19,8,10,6,19,18,25
"2013-03-25",1,10,9,6,14,4,7,4,9,21,13
"2013-03-26",0,15,17,9,19,7,11,7,18,20,19
"2013-03-27",1,9,8,5,13,8,5,5,13,19,17
"2013-03-28",0,10,8,8,16,9,11,4,11,17,20
"2013-04-01",1,19,11,6,18,5,13,3,17,23,25
"2013-04-02",0,7,11,6,14,9,8,6,10,17,16
"2013-04-03",1,10,8,3,21,5,5,7,15,17,18
"2013-04-04",0,17,14,3,17,10,11,4,24,27,25
"2013-04-05",1,12,9,7,16,8,11,4,14,19,25
"2013-04-08",0,14,10,4,21,4,10,2,6,23,10
"2013-04-09",0,11,11,8,18,0,8,6,9,15,11
"2013-04-10",0,9,9,3,16,5,9,6,13,17,20
"2013-04-11",0,13,15,3,14,11,8,4,17,21,24
"2013-04-12",1,11,9,6,14,7,8,5,9,19,10
"2013-04-15",1,7,7,3,11,4,8,3,7,17,13
"2013-04-16",0,12,12,8,22,7,14,8,17,28,19
"2013-04-17",1,15,5,3,15,6,7,5,13,24,15
"2013-04-18",1,19,14,7,24,8,12,7,17,31,30
"2013-04-19",0,15,13,10,23,10,18,8,13,26,17
"2013-04-22",0,10,9,7,17,10,11,5,18,20,29
"2013-04-23",0,12,7,4,17,8,10,4,17,22,23
"2013-04-24",1,16,11,7,19,7,10,4,18,29,29
"2013-04-25",0,12,9,8,19,7,13,3,12,28,17
"2013-04-26",0,23,11,8,30,8,17,9,18,36,27
"2013-04-29",0,13,6,5,18,5,11,3,10,27,18
"2013-04-30",0,7,6,4,17,7,8,4,17,19,16
"2013-05-01",1,8,6,5,9,6,9,5,16,19,20
"2013-05-02",0,12,8,5,20,3,15,4,13,22,18
"2013-05-03",0,13,12,11,21,7,10,7,14,24,19
"2013-05-06",1,17,15,8,19,12,20,7,19,31,31
"2013-05-07",0,15,5,6,18,5,15,4,15,30,15
"2013-05-08",0,8,8,4,13,6,7,4,12,21,20
"2013-05-09",1,18,16,7,24,8,15,7,18,31,23
"2013-05-10",0,13,6,8,15,11,13,6,17,26,22
"2013-05-13",1,14,9,12,18,7,13,9,6,26,15
"2013-05-14",0,16,10,8,14,9,13,5,14,19,22
"2013-05-15",0,12,11,5,18,7,12,2,18,23,22
"2013-05-16",1,17,12,12,28,8,18,7,18,34,18
"2013-05-17",0,9,11,6,20,7,10,5,14,25,24
"2013-05-20",1,8,5,0,9,7,2,3,19,9,24
"2013-05-21",0,11,14,7,18,15,15,9,23,26,32
"2013-05-22",1,11,14,3,16,7,7,7,15,24,17
"2013-05-23",1,23,13,6,29,10,16,7,20,36,25
"2013-05-24",0,14,13,5,21,4,12,7,8,21,20
"2013-05-28",0,20,11,11,25,6,13,6,10,30,20
"2013-05-29",1,19,13,12,24,8,18,6,21,28,27
"2013-05-30",0,17,13,15,28,5,20,9,17,32,25
"2013-05-31",1,7,5,6,13,6,11,3,11,21,12
"2013-06-03",0,10,10,2,12,8,10,5,13,19,19
"2013-06-04",1,15,6,8,20,4,7,7,17,19,17
"2013-06-05",1,16,9,6,17,9,11,7,16,24,19
"2013-06-06",0,10,10,2,14,4,5,4,12,19,15
"2013-06-07",0,7,5,4,12,6,4,1,19,14,26
"2013-06-10",1,11,8,3,14,3,9,7,18,22,24
"2013-06-11",1,13,7,5,17,5,10,3,18,24,21
"2013-06-12",1,9,7,3,13,4,7,2,17,18,21
"2013-06-13",0,13,9,5,23,8,9,4,16,23,26
"2013-06-14",1,14,16,4,19,10,9,7,21,21,27
"2013-06-17",0,10,4,3,19,2,7,2,16,21,18
"2013-06-18",0,11,12,6,14,6,11,2,18,22,18
"2013-06-19",1,19,7,8,26,3,16,6,18,34,18
"2013-06-20",1,11,9,6,16,4,13,1,11,25,15
"2013-06-21",0,11,8,6,11,5,7,5,14,18,15
"2013-06-24",1,15,9,7,22,8,12,8,16,27,21
"2013-06-25",0,9,16,6,13,5,9,3,14,23,23
"2013-06-26",0,6,12,2,10,7,11,6,11,21,21
"2013-06-27",0,7,15,6,17,8,10,5,21,22,24
"2013-06-28",1,12,12,9,18,5,7,4,15,22,26
"2013-07-01",0,9,8,5,10,7,6,4,23,16,30
"2013-07-02",1,14,11,8,22,8,17,3,13,31,20
"2013-07-03",0,13,15,3,18,6,9,2,19,26,20
"2013-07-05",0,10,9,8,16,7,7,5,16,23,22
"2013-07-08",0,9,7,5,16,8,9,4,15,25,18
"2013-07-09",0,14,11,7,19,7,11,10,19,29,21
"2013-07-10",1,8,10,8,10,4,9,1,20,22,22
"2013-07-11",0,14,15,11,23,9,15,3,13,34,25
"2013-07-12",0,9,18,5,21,13,14,7,15,29,28
"2013-07-15",0,7,10,4,12,7,8,6,21,13,29
"2013-07-16",1,11,10,6,21,7,13,3,20,29,21
"2013-07-17",0,10,8,6,14,5,8,2,16,24,18
"2013-07-18",0,19,11,7,29,7,15,6,18,37,24
"2013-07-19",0,12,11,4,13,4,10,6,11,20,22
"2013-07-22",0,12,8,8,26,11,9,6,18,31,26
"2013-07-23",0,8,16,8,18,13,10,10,18,26,26
"2013-07-24",1,14,8,10,22,7,10,4,16,28,29
"2013-07-25",0,15,8,10,21,6,14,7,27,29,30
"2013-07-26",0,12,9,6,14,4,8,1,16,23,14
"2013-07-29",1,9,8,3,10,8,8,5,11,21,22
"2013-07-30",1,13,9,8,14,4,12,4,15,27,20
"2013-07-31",1,21,12,5,24,12,20,9,19,34,28
"2013-08-01",0,13,16,10,21,10,14,6,23,33,29
"2013-08-02",0,10,8,10,20,6,11,8,16,30,17
"2013-08-05",1,7,11,2,16,5,7,4,11,12,17
"2013-08-06",1,9,11,6,14,5,9,7,18,23,25
"2013-08-07",1,10,9,2,12,8,8,2,13,18,22
"2013-08-08",0,19,11,9,28,6,17,5,14,39,21
"2013-08-09",1,17,12,9,27,8,14,8,26,33,31
"2013-08-12",0,11,12,7,22,9,16,7,25,27,24
