"Date","Movement","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive"
"2009-12-02",1,14,19,10,23,8,12,10,19,30,23
"2009-12-03",1,16,12,6,20,5,12,6,14,29,23
"2009-12-04",0,15,8,8,17,4,16,5,13,31,15
"2009-12-07",0,9,10,2,19,6,11,2,16,25,21
"2009-12-08",1,10,10,7,16,5,10,5,14,18,17
"2009-12-09",0,11,12,5,18,4,14,6,16,23,22
"2009-12-10",0,12,14,7,18,9,9,4,18,22,30
"2009-12-11",0,18,12,11,21,8,7,5,16,27,22
"2009-12-14",0,17,14,14,23,12,15,6,20,29,32
"2009-12-15",1,22,18,15,28,8,17,9,23,43,34
"2009-12-16",1,14,8,6,19,4,14,4,16,24,15
"2009-12-17",1,15,7,10,16,9,10,4,19,31,26
"2009-12-18",0,8,7,5,11,4,6,3,12,17,14
"2009-12-21",0,11,14,4,18,8,10,5,23,20,27
"2009-12-22",0,15,9,7,21,7,15,6,12,24,16
"2009-12-23",0,17,8,7,21,1,13,4,15,29,16
"2009-12-24",0,17,15,8,16,10,12,7,16,23,26
"2009-12-28",0,13,8,7,17,3,10,5,17,23,24
"2009-12-29",1,10,12,6,16,5,7,4,14,17,26
"2009-12-30",0,14,11,5,19,7,8,4,13,19,15
"2009-12-31",1,15,11,4,17,3,11,2,15,26,15
"2010-01-04",0,11,8,5,17,5,11,6,9,22,12
"2010-01-05",1,12,11,8,20,6,11,7,16,28,25
"2010-01-06",0,15,9,11,23,3,18,8,15,32,17
"2010-01-07",0,17,14,10,22,16,15,9,23,25,30
"2010-01-08",0,14,21,6,24,11,11,4,19,23,38
"2010-01-11",0,18,8,7,21,6,16,6,16,28,24
"2010-01-12",1,13,8,5,21,3,17,5,14,25,20
"2010-01-13",0,21,11,12,27,6,16,12,16,28,22
"2010-01-14",0,19,5,11,26,2,16,7,10,31,14
"2010-01-15",1,17,11,10,20,7,16,5,19,31,23
"2010-01-19",0,14,14,10,22,9,13,7,12,25,20
"2010-01-20",1,10,11,7,17,9,8,5,15,25,24
"2010-01-21",1,16,14,7,25,9,18,7,20,30,32
"2010-01-22",1,13,13,9,22,6,12,7,18,25,31
"2010-01-25",0,8,14,2,20,8,8,4,21,24,26
"2010-01-26",1,18,14,12,28,7,18,10,15,39,19
"2010-01-27",0,16,14,8,19,9,15,5,16,29,19
"2010-01-28",1,11,10,7,22,4,10,7,14,26,22
"2010-01-29",1,14,11,6,17,7,13,2,15,28,26
"2010-02-01",0,11,8,6,15,7,8,5,14,23,21
"2010-02-02",0,11,10,5,16,9,8,4,24,15,25
"2010-02-03",1,13,18,7,23,13,15,9,25,32,31
"2010-02-04",1,12,7,9,18,6,19,5,14,22,15
"2010-02-05",0,11,14,6,18,5,7,3,15,20,23
"2010-02-08",1,21,11,13,29,9,20,7,21,37,24
"2010-02-09",0,19,9,13,26,7,20,7,11,37,14
"2010-02-10",1,10,8,6,14,2,12,5,6,26,12
"2010-02-11",0,17,8,12,21,7,14,4,25,31,22
"2010-02-12",1,15,8,9,22,5,17,9,13,28,17
"2010-02-16",0,13,14,4,17,9,11,6,19,24,19
"2010-02-17",0,19,6,9,19,3,8,4,11,26,15
"2010-02-18",0,11,8,3,17,4,11,4,12,23,12
"2010-02-19",0,11,12,2,14,5,7,4,13,23,15
"2010-02-22",1,13,9,4,22,7,11,6,20,28,18
"2010-02-23",1,13,5,2,19,5,8,6,17,30,19
"2010-02-24",0,21,9,7,25,5,16,2,10,27,15
"2010-02-25",1,26,12,9,29,6,22,7,14,41,20
"2010-02-26",0,12,13,4,15,10,14,11,20,26,26
"2010-03-01",0,24,9,14,28,8,23,7,14,39,18
"2010-03-02",0,13,13,6,17,8,12,3,15,20,22
"2010-03-03",1,13,12,8,19,5,10,4,16,27,15
"2010-03-04",0,8,10,4,13,10,9,3,12,17,20
"2010-03-05",0,16,8,11,18,6,10,4,19,24,20
"2010-03-08",1,17,13,7,18,9,13,11,14,27,26
"2010-03-09",0,11,9,5,20,6,13,5,16,26,20
"2010-03-10",0,14,13,11,19,7,17,4,17,23,26
"2010-03-11",0,17,11,7,18,3,10,4,6,21,13
"2010-03-12",0,9,12,5,10,7,8,3,14,17,23
"2010-03-15",0,13,13,10,19,12,13,5,21,20,28
"2010-03-16",0,12,7,7,15,4,10,4,15,27,19
"2010-03-17",0,19,11,8,22,5,16,5,20,29,26
"2010-03-18",0,21,10,11,23,8,16,5,18,34,17
"2010-03-19",1,12,9,7,18,4,7,1,15,27,24
"2010-03-22",0,11,5,3,19,6,12,3,14,19,19
"2010-03-23",0,14,3,7,21,0,13,3,5,29,9
"2010-03-24",1,11,12,10,19,8,12,8,18,24,25
"2010-03-25",0,16,11,5,23,5,12,6,11,32,17
"2010-03-26",0,10,11,7,13,5,6,4,14,22,15
"2010-03-29",0,20,15,14,28,9,16,5,15,33,26
"2010-03-30",0,17,9,11,21,12,11,4,21,30,22
"2010-03-31",1,17,9,7,21,4,11,6,11,32,17
"2010-04-01",0,10,11,3,15,8,8,6,18,20,23
"2010-04-05",0,7,7,4,10,4,9,4,9,13,12
"2010-04-06",1,11,15,8,14,9,7,12,24,18,23
"2010-04-07",1,18,12,10,21,8,10,5,12,29,16
"2010-04-08",0,13,9,6,14,8,8,2,20,24,24
"2010-04-09",0,11,15,5,19,10,7,3,17,19,24
"2010-04-12",0,14,10,8,22,7,10,1,19,26,23
"2010-04-13",0,10,9,5,14,4,14,4,12,17,11
"2010-04-14",0,13,8,4,13,9,10,7,20,21,20
"2010-04-15",0,10,7,9,18,6,13,2,8,28,18
"2010-04-16",1,18,8,11,22,4,17,6,14,29,19
"2010-04-19",0,16,13,6,22,8,10,9,16,28,17
"2010-04-20",0,11,11,3,15,6,9,6,13,22,14
"2010-04-21",0,15,18,8,18,6,9,9,23,30,24
"2010-04-22",0,15,12,8,16,7,15,2,15,29,16
"2010-04-23",0,18,18,13,24,10,24,8,18,34,29
"2010-04-26",1,6,7,4,9,2,4,2,11,12,14
"2010-04-27",1,16,12,9,16,7,12,10,16,20,22
"2010-04-28",0,19,7,8,24,7,15,6,22,36,23
"2010-04-29",0,16,7,8,19,4,11,3,17,23,18
"2010-04-30",1,16,17,9,25,11,10,8,25,25,30
"2010-05-03",0,12,16,7,15,12,8,2,16,21,26
"2010-05-04",1,11,22,7,15,7,11,6,22,26,25
"2010-05-05",1,16,8,3,15,4,6,6,16,23,13
"2010-05-06",1,12,14,10,12,4,12,9,14,22,16
"2010-05-07",1,9,7,5,7,4,7,5,12,15,18
"2010-05-10",0,10,10,3,12,8,8,6,12,20,16
"2010-05-11",1,9,8,9,18,7,16,3,18,31,21
"2010-05-12",0,14,11,5,22,9,15,6,16,31,26
"2010-05-13",1,13,7,7,23,5,14,10,16,27,17
"2010-05-14",1,18,9,4,28,8,17,6,13,33,27
"2010-05-17",0,10,9,2,12,4,4,2,12,14,13
"2010-05-18",1,17,14,9,22,8,14,2,25,32,29
"2010-05-19",1,14,13,11,18,3,11,6,19,28,23
"2010-05-20",1,11,13,7,15,7,10,9,10,23,14
"2010-05-21",0,15,14,6,19,5,11,5,12,19,17
"2010-05-24",1,13,7,6,17,2,7,1,15,24,15
"2010-05-25",1,11,11,5,17,7,7,2,16,23,23
"2010-05-26",1,13,12,7,17,9,12,3,21,22,29
"2010-05-27",0,12,17,6,20,8,10,6,22,23,29
"2010-05-28",1,8,9,6,11,2,10,7,9,23,10
"2010-06-01",1,16,10,6,19,3,11,3,15,23,20
"2010-06-02",0,17,17,7,16,8,14,5,21,29,23
"2010-06-03",0,21,6,11,19,5,15,5,9,27,17
"2010-06-04",1,14,12,4,19,8,11,9,22,23,23
"2010-06-07",1,10,7,8,15,5,14,4,17,26,21
"2010-06-08",0,14,9,8,30,6,17,9,18,29,22
"2010-06-09",1,15,19,7,20,10,10,9,25,24,33
"2010-06-10",0,15,14,12,21,7,18,6,18,37,25
"2010-06-11",0,18,12,9,22,8,15,7,17,36,26
"2010-06-14",1,18,8,10,27,5,17,4,14,35,17
"2010-06-15",0,16,14,9,17,5,9,2,14,30,26
"2010-06-16",0,19,10,12,17,7,12,7,17,28,21
"2010-06-17",0,10,5,4,13,2,7,1,15,21,18
"2010-06-18",0,16,12,15,21,8,17,7,21,34,25
"2010-06-21",1,13,18,6,16,11,8,8,15,22,24
"2010-06-22",1,17,9,11,17,3,15,5,19,31,16
"2010-06-23",0,18,12,6,19,6,13,7,19,25,23
"2010-06-24",1,12,11,3,13,12,12,2,17,19,28
"2010-06-25",1,17,11,8,24,6,19,6,13,33,20
"2010-06-28",1,10,16,4,15,12,5,5,22,18,24
"2010-06-29",1,16,13,7,23,11,15,9,21,39,26
"2010-06-30",1,15,9,9,16,8,10,5,16,29,27
"2010-07-01",1,9,12,3,16,8,10,4,20,18,28
"2010-07-02",1,20,8,11,27,8,18,3,13,33,23
"2010-07-06",0,15,9,11,16,10,10,6,19,20,25
"2010-07-07",0,14,16,8,20,7,15,6,20,28,24
"2010-07-08",0,18,13,10,19,5,16,9,12,28,15
"2010-07-09",0,10,8,5,7,10,6,3,21,14,24
"2010-07-12",0,17,15,4,23,9,10,8,17,28,22
"2010-07-13",0,11,11,8,20,3,15,4,17,20,27
"2010-07-14",1,15,10,10,13,8,14,7,20,28,32
"2010-07-15",1,22,18,10,24,15,13,6,26,31,32
"2010-07-16",1,18,19,13,24,10,19,8,16,34,26
"2010-07-19",0,9,16,5,9,7,7,4,21,16,23
"2010-07-20",0,14,18,6,17,12,9,5,22,22,26
"2010-07-21",1,20,12,8,25,9,15,10,18,30,26
"2010-07-22",0,9,8,5,13,4,6,6,16,20,24
"2010-07-23",0,16,10,10,24,7,13,4,13,30,16
"2010-07-26",0,21,8,6,26,8,17,6,18,32,22
"2010-07-27",0,14,9,5,19,6,9,2,17,22,20
"2010-07-28",1,21,9,12,26,7,16,6,21,39,22
"2010-07-29",1,14,9,3,14,5,5,4,16,23,18
"2010-07-30",0,16,14,6,32,6,9,3,16,31,24
"2010-08-02",0,14,6,8,16,6,14,4,7,30,19
"2010-08-03",1,14,13,4,16,10,10,5,17,28,28
"2010-08-04",0,12,6,8,13,2,6,2,10,20,11
"2010-08-05",1,8,11,6,15,7,11,5,14,21,24
"2010-08-06",1,15,13,10,19,9,12,9,16,25,31
"2010-08-09",0,18,10,9,27,5,15,3,16,28,20
"2010-08-10",1,14,10,11,21,6,15,5,14,30,20
"2010-08-11",1,16,7,10,25,5,13,5,13,25,23
"2010-08-12",1,16,15,5,20,7,10,7,12,23,20
"2010-08-13",1,16,8,10,24,6,16,3,13,25,14
"2010-08-16",1,16,10,4,14,4,7,4,12,20,14
"2010-08-17",0,14,9,6,13,5,9,5,12,18,22
"2010-08-18",0,11,9,2,12,4,8,5,11,19,20
"2010-08-19",1,11,8,7,16,3,12,1,12,20,10
"2010-08-20",1,15,5,8,17,3,14,2,7,26,18
"2010-08-23",1,15,11,8,23,8,8,7,19,24,26
"2010-08-24",1,15,9,7,19,7,7,6,14,28,19
"2010-08-25",0,16,5,5,23,5,8,2,14,30,13
"2010-08-26",1,10,11,5,18,8,12,4,9,23,19
"2010-08-27",0,8,8,5,16,4,9,3,12,17,18
"2010-08-30",1,9,7,5,19,4,14,4,19,29,17
"2010-08-31",0,10,9,7,13,5,6,3,9,22,20
"2010-09-01",0,13,11,6,19,7,13,8,14,33,22
"2010-09-02",0,10,12,7,17,7,6,5,23,23,26
"2010-09-03",0,12,12,5,13,11,8,8,23,16,30
"2010-09-07",1,15,12,6,23,12,11,7,18,33,28
"2010-09-08",0,7,7,5,13,4,9,4,17,24,16
"2010-09-09",0,19,10,13,22,9,16,7,17,33,20
"2010-09-10",0,19,11,9,23,7,18,8,14,32,18
"2010-09-13",0,13,10,5,20,6,16,3,11,24,20
"2010-09-14",1,12,8,4,14,7,9,1,16,19,23
"2010-09-15",0,14,7,5,15,3,12,4,20,27,20
"2010-09-16",0,17,17,5,22,6,9,11,14,25,25
"2010-09-17",0,12,8,5,22,7,10,6,22,24,24
"2010-09-20",0,18,8,5,20,5,15,5,16,28,36
"2010-09-21",0,9,16,2,12,10,8,7,20,18,32
"2010-09-22",1,12,8,4,19,5,12,5,15,22,19
"2010-09-23",1,9,14,6,14,9,7,7,24,26,30
"2010-09-24",0,12,9,7,18,7,13,5,11,23,22
"2010-09-27",1,13,12,6,17,3,9,2,11,26,14
"2010-09-28",0,13,14,8,23,6,10,6,17,25,25
"2010-09-29",1,12,10,4,13,7,5,4,10,20,20
"2010-09-30",1,15,12,7,20,9,11,8,17,23,19
"2010-10-01",0,9,14,6,16,6,9,8,16,25,23
"2010-10-04",1,15,9,9,19,8,8,3,14,32,17
"2010-10-05",0,14,8,8,23,7,14,7,18,32,23
"2010-10-06",0,15,13,11,19,9,15,8,20,33,36
"2010-10-07",1,16,12,6,19,3,10,6,15,30,30
"2010-10-08",0,16,13,6,22,7,10,6,17,28,24
"2010-10-11",0,16,12,6,21,14,9,9,26,23,32
"2010-10-12",0,14,17,12,19,16,14,8,24,28,25
"2010-10-13",0,15,4,9,23,7,19,5,17,32,21
"2010-10-14",1,11,13,6,18,11,12,10,28,25,33
"2010-10-15",1,12,8,5,15,6,10,3,11,21,17
"2010-10-18",0,23,16,9,24,11,18,8,15,30,18
"2010-10-19",1,12,10,6,13,6,7,3,17,23,32
"2010-10-20",0,16,7,9,17,4,12,2,13,24,23
"2010-10-21",0,16,10,5,21,7,12,6,14,34,26
"2010-10-22",1,15,13,8,14,9,10,2,10,25,17
"2010-10-25",0,13,13,8,26,7,13,7,15,28,17
"2010-10-26",0,13,14,9,22,11,14,8,20,27,31
"2010-10-27",1,9,12,7,19,8,10,6,18,27,18
"2010-10-28",1,13,12,6,23,5,11,9,16,23,16
"2010-10-29",1,14,18,6,16,7,12,5,18,22,22
"2010-11-01",0,14,9,8,19,7,16,5,17,26,28
"2010-11-02",0,15,8,14,24,8,19,11,18,35,24
"2010-11-03",0,8,9,5,15,5,7,7,8,25,14
"2010-11-04",0,19,15,11,31,8,16,10,16,31,22
"2010-11-05",0,20,12,8,22,9,17,8,16,29,23
"2010-11-08",1,13,6,4,19,4,14,5,14,30,19
"2010-11-09",1,10,13,4,15,10,7,4,23,23,31
"2010-11-10",0,11,8,6,15,7,8,5,20,20,27
"2010-11-11",1,12,12,6,15,6,12,8,13,24,17
"2010-11-12",1,20,23,7,28,11,15,8,21,36,30
"2010-11-15",0,13,12,9,20,7,16,1,16,28,22
"2010-11-16",1,16,10,9,18,5,12,8,11,31,16
"2010-11-17",1,15,11,13,20,6,14,7,18,27,16
"2010-11-18",0,10,8,2,10,6,5,6,10,23,12
"2010-11-19",0,11,12,7,17,6,7,5,9,23,20
"2010-11-22",1,12,6,8,16,2,9,6,7,20,8
"2010-11-23",1,8,10,5,22,3,8,6,19,22,21
"2010-11-24",0,13,12,8,16,3,10,6,6,24,10
"2010-11-26",1,14,10,6,18,6,11,4,17,23,30
"2010-11-29",1,18,12,13,23,3,16,8,12,30,16
"2010-11-30",1,11,16,4,16,6,10,11,10,21,21
"2010-12-01",0,11,6,7,17,4,10,7,16,27,21
"2010-12-02",0,11,9,7,20,5,9,8,14,21,15
"2010-12-03",0,8,5,4,12,2,3,4,14,19,10
"2010-12-06",1,17,8,10,23,2,15,5,16,35,16
"2010-12-07",1,6,8,3,8,6,8,3,13,20,16
"2010-12-08",0,11,9,7,18,4,10,5,18,20,20
"2010-12-09",1,9,11,5,9,5,7,6,18,24,21
"2010-12-10",0,14,8,7,12,5,11,3,15,24,17
"2010-12-13",0,10,8,2,14,4,8,5,16,22,22
"2010-12-14",0,11,6,7,12,6,9,6,17,22,17
"2010-12-15",1,13,12,4,25,7,14,6,16,30,20
"2010-12-16",0,21,8,9,25,2,14,2,14,28,15
"2010-12-17",1,13,9,3,28,7,16,4,19,33,21
"2010-12-20",1,24,12,9,28,8,13,4,17,39,28
"2010-12-21",0,10,9,6,18,5,12,10,18,19,23
"2010-12-22",0,6,8,5,15,6,7,5,11,18,16
"2010-12-23",0,10,10,5,19,6,15,5,15,23,20
"2010-12-27",1,23,13,10,26,5,16,9,16,32,25
"2010-12-28",0,12,10,7,16,2,9,3,15,27,22
"2010-12-29",0,16,12,6,22,8,11,6,18,26,23
"2010-12-30",1,12,13,10,18,12,7,8,11,21,25
"2010-12-31",0,21,18,13,32,9,9,9,21,30,24
"2011-01-03",0,12,13,7,18,7,10,6,18,24,24
"2011-01-04",0,15,8,4,22,3,16,6,15,29,22
"2011-01-05",0,7,13,9,20,6,11,6,21,28,26
"2011-01-06",1,11,12,5,13,9,10,4,13,21,23
"2011-01-07",1,11,5,5,11,2,9,5,12,25,10
"2011-01-10",1,11,10,4,16,6,9,5,14,15,22
"2011-01-11",0,11,10,5,19,8,10,7,17,22,25
"2011-01-12",0,13,10,8,21,6,14,6,16,26,20
"2011-01-13",1,11,9,5,16,9,8,9,16,22,29
"2011-01-14",0,10,19,8,17,6,14,9,21,29,22
"2011-01-18",0,23,13,8,22,8,13,8,14,30,18
"2011-01-19",1,14,17,8,18,13,13,8,20,29,29
"2011-01-20",1,16,16,9,23,7,11,4,17,29,22
"2011-01-21",0,16,9,3,19,8,13,6,12,27,22
"2011-01-24",0,9,10,4,11,6,6,6,10,18,20
"2011-01-25",1,12,6,5,18,3,9,6,8,17,13
"2011-01-26",0,11,6,4,14,2,6,4,15,21,19
"2011-01-27",0,12,8,4,18,3,9,7,8,19,9
"2011-01-28",1,3,8,1,6,0,3,2,6,9,12
"2011-01-31",0,10,15,4,13,8,9,6,15,19,24
"2011-02-01",0,8,6,4,11,3,9,4,7,17,14
"2011-02-02",0,9,7,1,14,4,4,3,10,14,14
"2011-02-03",0,14,6,5,17,4,10,4,11,21,17
"2011-02-04",0,12,12,4,17,7,12,5,17,22,22
"2011-02-07",0,10,12,5,12,8,12,5,16,16,18
"2011-02-08",0,12,12,1,15,2,6,8,8,18,12
"2011-02-09",0,17,11,5,27,7,17,6,12,34,21
"2011-02-10",1,3,12,0,7,9,5,6,18,14,28
"2011-02-11",0,11,9,3,12,2,7,5,12,15,14
"2011-02-14",0,10,2,4,12,1,7,5,7,18,11
"2011-02-15",1,13,8,8,22,4,17,4,8,29,19
"2011-02-16",0,17,8,3,20,5,10,6,14,23,20
"2011-02-17",0,9,9,6,19,7,7,3,18,18,26
"2011-02-18",0,12,6,6,19,2,11,3,9,23,11
"2011-02-22",1,11,12,7,18,9,11,9,17,20,26
"2011-02-23",1,10,10,3,17,6,12,6,8,19,21
"2011-02-24",1,13,4,4,19,4,8,3,9,16,14
"2011-02-25",0,15,12,4,21,6,12,10,12,21,18
"2011-02-28",0,17,11,7,18,6,9,6,11,27,18
"2011-03-01",1,10,9,1,12,9,4,6,15,21,27
"2011-03-02",0,20,7,6,26,3,10,4,12,29,20
"2011-03-03",0,18,13,8,20,7,18,7,14,25,23
"2011-03-04",1,16,11,6,26,6,12,11,17,30,23
"2011-03-07",1,15,9,7,21,7,12,4,16,29,25
"2011-03-08",0,18,10,5,16,7,12,2,16,23,14
"2011-03-09",0,19,7,8,20,3,16,4,11,27,20
"2011-03-10",1,12,9,4,19,8,8,2,11,23,16
"2011-03-11",0,11,7,6,23,2,5,5,9,21,15
"2011-03-14",1,14,5,4,22,3,13,9,13,27,16
"2011-03-15",1,12,10,3,22,8,14,11,17,25,31
"2011-03-16",1,17,10,7,23,5,16,7,15,26,25
"2011-03-17",0,10,9,3,17,7,10,7,12,23,21
"2011-03-18",0,7,9,4,16,6,8,6,13,21,23
"2011-03-21",0,12,8,4,22,7,13,6,10,27,19
"2011-03-22",1,14,6,5,21,2,15,5,19,27,18
"2011-03-23",0,14,9,8,20,4,13,7,15,31,24
"2011-03-24",0,14,4,5,22,3,16,5,12,24,19
"2011-03-25",0,6,12,2,19,6,5,7,10,26,15
"2011-03-28",1,20,9,12,27,5,20,5,14,43,26
"2011-03-29",0,9,12,7,16,5,15,7,12,25,18
"2011-03-30",0,13,8,5,21,5,13,6,19,28,24
"2011-03-31",1,9,5,1,9,7,11,3,14,21,21
"2011-04-01",0,14,12,4,19,6,14,4,19,26,25
"2011-04-04",0,10,7,3,13,5,7,3,19,21,24
"2011-04-05",1,11,11,4,16,9,9,7,25,19,25
"2011-04-06",0,9,9,2,16,3,9,2,10,27,14
"2011-04-07",1,9,7,2,14,4,7,3,16,15,20
"2011-04-08",1,12,10,7,17,7,11,11,14,25,19
"2011-04-11",0,7,7,5,19,6,12,6,13,25,18
"2011-04-12",1,13,6,4,15,5,13,4,12,22,17
"2011-04-13",0,11,11,4,15,5,9,5,15,26,16
"2011-04-14",0,13,6,4,25,6,13,5,13,24,16
"2011-04-15",0,18,13,7,25,10,17,6,18,27,27
"2011-04-18",1,13,6,4,17,4,11,6,12,22,20
"2011-04-19",0,12,6,7,17,4,13,2,12,27,17
"2011-04-20",0,13,14,6,19,6,7,6,15,25,17
"2011-04-25",1,6,11,4,15,4,9,4,16,20,17
"2011-04-26",0,28,11,11,36,9,22,12,17,45,27
"2011-04-27",0,6,9,0,16,8,7,3,15,19,22
"2011-04-28",0,10,9,5,14,8,7,10,15,21,24
"2011-04-29",0,16,11,8,18,8,10,9,16,28,19
"2011-05-02",1,9,11,4,16,11,8,8,12,19,21
"2011-05-03",0,10,9,5,15,7,8,4,14,20,15
"2011-05-04",1,9,6,3,15,6,6,4,14,18,14
"2011-05-05",1,15,14,6,17,7,10,9,19,20,24
"2011-05-06",0,11,10,6,15,7,10,9,15,22,21
"2011-05-09",0,16,20,8,24,11,13,10,16,26,25
"2011-05-10",0,10,14,5,15,9,8,5,18,21,30
"2011-05-11",1,16,11,11,22,8,11,7,14,29,22
"2011-05-12",0,9,9,8,16,4,11,3,11,25,19
"2011-05-13",1,16,11,10,25,7,17,8,17,30,21
"2011-05-16",1,15,10,10,22,7,12,5,11,27,22
"2011-05-17",1,14,14,7,20,4,14,6,15,24,26
"2011-05-18",0,12,15,5,22,10,14,8,19,23,26
"2011-05-19",0,7,11,2,11,6,5,4,13,13,16
"2011-05-20",1,12,14,2,16,9,6,8,15,23,28
"2011-05-23",1,15,15,8,21,5,12,8,15,22,18
"2011-05-24",1,16,9,7,22,5,9,9,17,26,19
"2011-05-25",0,14,10,6,17,6,12,6,19,25,26
"2011-05-26",0,8,9,8,14,7,10,4,16,30,21
"2011-05-27",0,15,10,6,20,2,16,6,11,20,14
"2011-05-31",0,12,10,9,21,8,10,9,10,23,22
"2011-06-01",1,15,14,6,22,11,15,4,15,33,20
"2011-06-02",1,12,11,8,21,9,14,5,18,25,23
"2011-06-03",1,14,9,5,14,2,11,4,7,26,18
"2011-06-06",1,9,12,7,16,6,9,4,13,20,18
"2011-06-07",1,8,10,6,13,8,8,6,19,20,21
"2011-06-08",1,2,7,1,9,6,6,5,13,15,20
"2011-06-09",0,8,5,3,11,5,8,3,18,20,18
"2011-06-10",1,14,11,7,19,5,10,6,19,21,16
"2011-06-13",0,18,8,11,19,5,16,8,9,29,16
"2011-06-14",0,17,11,4,19,7,11,4,15,30,18
"2011-06-15",1,16,11,11,21,5,12,6,15,27,21
"2011-06-16",0,11,8,4,22,7,12,4,19,21,20
"2011-06-17",0,14,5,3,22,3,10,8,8,25,10
"2011-06-20",0,8,6,5,13,2,5,5,13,19,16
"2011-06-21",0,11,11,5,15,6,9,5,19,18,24
"2011-06-22",1,19,4,9,19,4,11,6,13,25,18
"2011-06-23",1,17,12,12,22,11,17,5,23,30,26
"2011-06-24",1,11,6,7,14,5,11,1,13,21,13
"2011-06-27",0,17,10,3,18,6,5,5,20,30,26
"2011-06-28",0,17,7,8,24,4,12,7,12,32,19
"2011-06-29",0,14,10,6,20,4,9,7,9,28,11
"2011-06-30",0,8,8,3,20,4,10,5,15,23,19
"2011-07-01",0,13,13,5,16,8,17,7,19,29,24
"2011-07-05",1,21,14,6,23,7,15,6,18,31,29
"2011-07-06",0,10,10,3,12,6,5,4,15,24,21
"2011-07-07",0,11,12,6,17,7,11,4,16,20,25
"2011-07-08",1,11,9,5,15,5,10,3,15,21,16
"2011-07-11",1,16,11,7,21,3,11,4,14,30,27
"2011-07-12",1,12,16,8,20,8,13,5,20,29,23
"2011-07-13",0,13,12,6,21,5,12,8,15,19,23
"2011-07-14",1,8,11,5,11,6,7,3,21,24,20
"2011-07-15",0,8,7,2,14,2,5,2,8,16,16
"2011-07-18",1,9,19,9,11,8,7,5,13,19,21
"2011-07-19",0,9,11,5,15,12,8,6,15,18,25
"2011-07-20",1,18,11,10,19,5,16,5,21,29,29
"2011-07-21",0,9,8,2,14,3,10,3,11,23,13
"2011-07-22",1,13,2,4,18,2,8,5,5,18,7
"2011-07-25",1,24,12,9,27,9,15,9,17,37,25
"2011-07-26",1,20,14,8,23,9,10,8,18,31,27
"2011-07-27",1,18,8,12,19,4,18,5,8,30,17
"2011-07-28",1,15,12,4,14,9,9,6,15,22,24
"2011-07-29",1,10,7,6,17,9,11,5,16,22,20
"2011-08-01",1,15,9,8,23,4,12,7,14,24,16
"2011-08-02",1,11,10,9,21,9,10,3,16,27,25
"2011-08-03",0,8,11,3,10,4,7,6,13,16,15
"2011-08-04",1,13,6,6,18,6,12,5,16,30,19
"2011-08-05",0,15,8,7,17,6,17,7,17,36,21
"2011-08-08",1,10,12,4,14,8,8,5,11,19,16
"2011-08-09",0,8,4,7,17,2,12,4,15,26,15
"2011-08-10",1,12,7,5,21,4,12,7,14,28,19
"2011-08-11",0,16,8,8,27,6,11,4,12,24,28
"2011-08-12",0,20,13,9,25,6,15,7,14,31,24
"2011-08-15",0,6,2,1,11,4,5,1,8,15,11
"2011-08-16",1,13,14,7,23,7,10,7,17,27,27
"2011-08-17",0,24,12,9,26,12,19,10,20,34,33
"2011-08-18",1,16,10,8,25,5,16,8,13,30,19
"2011-08-19",1,23,11,9,27,5,15,5,16,29,23
"2011-08-22",0,10,6,7,9,4,8,7,10,18,18
"2011-08-23",0,17,10,4,18,5,15,6,15,29,27
"2011-08-24",0,12,12,7,17,5,15,6,13,24,26
"2011-08-25",1,14,9,7,28,2,13,4,17,30,23
"2011-08-26",0,13,11,5,25,6,12,7,16,28,24
"2011-08-29",0,16,14,8,21,5,12,4,16,28,15
"2011-08-30",0,10,13,5,16,7,9,4,17,16,27
"2011-08-31",0,11,16,5,15,11,9,8,17,22,27
"2011-09-01",1,7,7,4,13,6,14,3,24,23,28
"2011-09-02",1,12,11,5,16,12,9,11,16,21,25
"2011-09-06",1,13,9,4,18,4,6,5,22,23,25
"2011-09-07",0,12,7,9,22,8,12,5,19,25,27
"2011-09-08",1,24,14,14,35,8,19,10,23,41,26
"2011-09-09",1,10,8,5,17,5,11,4,12,25,21
"2011-09-12",0,15,7,11,28,7,16,5,16,30,23
"2011-09-13",0,19,16,12,23,11,16,6,14,32,29
"2011-09-14",0,14,14,12,24,11,17,7,22,26,32
"2011-09-15",0,9,10,6,14,8,9,5,13,21,27
"2011-09-16",0,23,12,11,29,11,15,7,24,34,20
"2011-09-19",1,19,14,4,22,8,15,12,20,31,24
"2011-09-20",0,11,9,6,14,3,10,6,11,21,15
"2011-09-21",1,13,15,6,16,10,11,8,9,25,17
"2011-09-22",1,15,9,10,22,3,14,3,13,35,21
"2011-09-23",0,9,8,7,12,7,11,6,14,24,18
"2011-09-26",0,11,14,8,21,7,12,8,21,27,26
"2011-09-27",0,18,6,15,20,5,14,6,7,32,14
"2011-09-28",1,14,10,8,20,7,15,4,17,24,20
"2011-09-29",0,11,13,6,20,7,15,3,15,22,23
"2011-09-30",1,15,11,11,25,5,16,4,21,30,25
"2011-10-03",1,21,12,8,24,9,12,4,19,32,23
"2011-10-04",0,10,6,6,14,5,11,3,12,20,27
"2011-10-05",0,9,6,3,11,3,5,1,7,13,7
